ENSG00000000003	uc004ega.1
ENSG00000104731	uc002fkj.3
ENSG00000104731	uc002fkl.3
ENSG00000104738	uc003xqk.2
ENSG00000104738	uc003xql.2
ENSG00000104738	uc011ldi.2
ENSG00000104755	uc003xnj.3
ENSG00000104755	uc003xnk.3
ENSG00000104755	uc003xnl.3
ENSG00000104755	uc011lck.2
ENSG00000104756	uc003xeo.3
ENSG00000104760	uc003wxx.3
ENSG00000104760	uc003wxy.3
ENSG00000104760	uc003wya.3
ENSG00000104760	uc003wyb.3
ENSG00000104760	uc003wye.3
ENSG00000104763	uc003wyl.2
ENSG00000104763	uc003wym.2
ENSG00000104763	uc003wyn.2
ENSG00000104763	uc003wyo.2
ENSG00000104765	uc003xex.1
ENSG00000104765	uc003xey.2
ENSG00000104765	uc010lui.1
ENSG00000104774	uc002mub.2
ENSG00000104774	uc010dyv.1
ENSG00000104783	uc002oxl.3
ENSG00000104804	uc002pkz.2
ENSG00000104805	uc002pla.3
ENSG00000104805	uc002plb.4
ENSG00000104808	uc002ple.1
ENSG00000104812	uc002plp.3
ENSG00000104812	uc010emm.3
ENSG00000104812	uc010xzz.2
ENSG00000104814	uc002oix.1
ENSG00000104814	uc002oiy.1
ENSG00000104814	uc010xug.2
ENSG00000104818	uc002plw.3
ENSG00000104823	uc002oji.3
ENSG00000104824	uc021uuh.1
ENSG00000104824	uc021uui.1
ENSG00000104825	uc002ojw.3
ENSG00000104825	uc002ojx.3
ENSG00000104825	uc002ojy.3
ENSG00000104825	uc010egk.2
ENSG00000104826	uc002plt.3
ENSG00000104827	uc002plv.2
ENSG00000104833	uc002mfg.1
ENSG00000104835	uc002oka.2
ENSG00000104835	uc002okg.1
ENSG00000104835	uc010xup.1
ENSG00000104835	uc010xuq.1
ENSG00000104848	uc002pmg.3
ENSG00000104852	uc002pmk.3
ENSG00000104853	uc002pai.3
ENSG00000104853	uc010xxf.2
ENSG00000104853	uc010xxg.2
ENSG00000104853	uc021uvo.1
ENSG00000104856	uc021uvp.1
ENSG00000104856	uc021uvq.1
ENSG00000104859	uc002pak.3
ENSG00000104859	uc002pam.3
ENSG00000104859	uc010xxh.2
ENSG00000104863	uc002pmp.3
ENSG00000104866	uc021uvs.1
ENSG00000104870	uc002poe.2
ENSG00000104870	uc002pog.2
ENSG00000104870	uc010yax.2
ENSG00000104872	uc002pns.2
ENSG00000104879	uc002pbd.3
ENSG00000104880	uc002mgh.3
ENSG00000104880	uc002mgi.3
ENSG00000104881	uc002pbn.3
ENSG00000104881	uc002pbo.3
ENSG00000104883	uc002mgk.1
ENSG00000104884	uc002pbj.2
ENSG00000104884	uc002pbk.2
ENSG00000104884	uc002pbl.4
ENSG00000104884	uc010ejz.2
ENSG00000104884	uc010xxj.1
ENSG00000104885	uc002lvb.4
ENSG00000104886	uc002lvf.1
ENSG00000104888	uc002pnp.3
ENSG00000104889	uc002mvg.1
ENSG00000104892	uc002pbe.3
ENSG00000104892	uc002pbf.1
ENSG00000104892	uc002pbg.1
ENSG00000104892	uc010ejy.1
ENSG00000104894	uc002pnd.3
ENSG00000104894	uc002pne.3
ENSG00000104894	uc010yam.1
ENSG00000104897	uc002lvg.3
ENSG00000104899	uc002lvh.2
ENSG00000104901	uc002pnk.3
ENSG00000104903	uc002mwi.3
ENSG00000104904	uc002lvk.3
ENSG00000104904	uc002lvl.3
ENSG00000104907	uc002mwj.2
ENSG00000104907	uc002mwk.2
ENSG00000104907	uc002mwl.3
ENSG00000104907	uc010xmz.1
ENSG00000104915	uc002mwo.3
ENSG00000104915	uc021upq.1
ENSG00000104918	uc002mhf.1
ENSG00000104918	uc002mhg.1
ENSG00000104921	uc002mhm.2
ENSG00000104921	uc002mhn.3
ENSG00000104921	uc021unx.1
ENSG00000104936	uc002pdd.1
ENSG00000104936	uc002pdf.1
ENSG00000104936	uc002pdg.1
ENSG00000104936	uc002pdh.1
ENSG00000104936	uc002pdi.1
ENSG00000104936	uc010xxt.1
ENSG00000104938	uc010dvt.3
ENSG00000104938	uc010xjw.2
ENSG00000104938	uc010xjx.2
ENSG00000104941	uc002pdm.3
ENSG00000104946	uc002pqo.3
ENSG00000104946	uc010ybg.2
ENSG00000104951	uc002pqt.1
ENSG00000104951	uc002pqu.2
ENSG00000104953	uc002lwt.2
ENSG00000104953	uc002lwu.2
ENSG00000104957	uc002mxc.1
ENSG00000104960	uc002pqb.4
ENSG00000104960	uc002pqf.1
ENSG00000104964	uc002lwx.1
ENSG00000104964	uc002lwy.1
ENSG00000104964	uc002lxb.1
ENSG00000104967	uc002pdv.2
ENSG00000104969	uc002lwi.1
ENSG00000104970	uc010yfa.1
ENSG00000104970	uc010yfb.1
ENSG00000104972	uc002qgj.3
ENSG00000104972	uc002qgk.3
ENSG00000104972	uc002qgl.3
ENSG00000104972	uc002qgm.3
ENSG00000104972	uc010erq.3
ENSG00000104973	uc002ppw.2
ENSG00000104973	uc010ybe.2
ENSG00000104974	uc002qgh.1
ENSG00000104976	uc002miw.2
ENSG00000104979	uc002mxg.3
ENSG00000104980	uc002miz.3
ENSG00000104983	uc002pdw.3
ENSG00000104983	uc021uwd.1
ENSG00000104998	uc002mxx.3
ENSG00000105011	uc002mye.3
ENSG00000105048	uc002qjb.4
ENSG00000105048	uc002qjc.4
ENSG00000105048	uc002qjd.4
ENSG00000105048	uc002qje.4
ENSG00000105048	uc002qjf.2
ENSG00000105053	uc002prh.1
ENSG00000105053	uc002pri.1
ENSG00000105053	uc010ybm.1
ENSG00000105053	uc010ybn.1
ENSG00000105058	uc002ndt.3
ENSG00000105063	uc002qjv.3
ENSG00000105063	uc002qjw.4
ENSG00000105072	uc002neh.1
ENSG00000105085	uc002nen.1
ENSG00000105088	uc002mmp.3
ENSG00000105122	uc002nbe.2
ENSG00000105127	uc002nav.3
ENSG00000105127	uc010xog.2
ENSG00000105131	uc002nap.3
ENSG00000105131	uc002naq.3
ENSG00000105132	uc002qpc.3
ENSG00000105132	uc002qpd.3
ENSG00000105132	uc010eue.2
ENSG00000105135	uc002nam.3
ENSG00000105135	uc010dzx.1
ENSG00000105136	uc002qov.2
ENSG00000105136	uc002qow.2
ENSG00000105136	uc010ety.1
ENSG00000105136	uc010etz.1
ENSG00000105136	uc010eua.1
ENSG00000105136	uc010eub.1
ENSG00000105136	uc010euc.1
ENSG00000105137	uc002nah.1
ENSG00000105141	uc010dzv.2
ENSG00000105143	uc002naa.1
ENSG00000105143	uc002nac.3
ENSG00000105143	uc010xod.1
ENSG00000105146	uc002qoc.3
ENSG00000105146	uc002qod.3
ENSG00000105146	uc002qoe.3
ENSG00000105171	uc002nsf.2
ENSG00000105171	uc002nsg.2
ENSG00000105173	uc002nsn.3
ENSG00000105173	uc002nso.3
ENSG00000105176	uc002nsq.3
ENSG00000105176	uc002nsr.3
ENSG00000105176	uc002nss.3
ENSG00000105176	uc002nst.3
ENSG00000105185	uc002ntl.3
ENSG00000105185	uc002ntm.3
ENSG00000105186	uc002ntn.1
ENSG00000105186	uc002nto.1
ENSG00000105193	uc002olk.3
ENSG00000105193	uc002olm.3
ENSG00000105197	uc002olu.1
ENSG00000105198	uc002omb.3
ENSG00000105202	uc002omn.3
ENSG00000105204	uc002omi.3
ENSG00000105204	uc002omj.3
ENSG00000105204	uc002omk.3
ENSG00000105205	uc002omh.3
ENSG00000105219	uc010xvi.2
ENSG00000105220	uc002nvf.3
ENSG00000105220	uc002nvg.2
ENSG00000105220	uc002nvh.1
ENSG00000105220	uc010xrv.2
ENSG00000105221	uc002one.3
ENSG00000105221	uc002onf.3
ENSG00000105221	uc010egs.3
ENSG00000105221	uc010egt.3
ENSG00000105221	uc010xvj.2
ENSG00000105221	uc010xvk.1
ENSG00000105223	uc002onj.4
ENSG00000105223	uc002onm.4
ENSG00000105223	uc002onn.3
ENSG00000105223	uc021uus.1
ENSG00000105227	uc002onr.3
ENSG00000105227	uc002ons.3
ENSG00000105229	uc002lzg.3
ENSG00000105245	uc002oon.3
ENSG00000105245	uc010xvq.2
ENSG00000105246	uc002lzu.3
ENSG00000105248	uc002lzv.4
ENSG00000105251	uc002lzw.2
ENSG00000105254	uc002odg.1
ENSG00000105255	uc002lzy.2
ENSG00000105258	uc002ode.3
ENSG00000105258	uc002odf.3
ENSG00000105270	uc002ocz.2
ENSG00000105270	uc010eeq.2
ENSG00000105278	uc002lyw.2
ENSG00000105278	uc010xhx.1
ENSG00000105278	uc010xhy.2
ENSG00000105281	uc002pfr.3
ENSG00000105281	uc002pfs.3
ENSG00000105281	uc010xyh.2
ENSG00000105287	uc002pfi.3
ENSG00000105287	uc002pfj.3
ENSG00000105289	uc010xhs.2
ENSG00000105289	uc010xht.2
ENSG00000105289	uc010xhu.2
ENSG00000105289	uc010xhv.2
ENSG00000105289	uc010xhw.2
ENSG00000105290	uc002ocf.3
ENSG00000105290	uc002ocg.3
ENSG00000105290	uc010xsz.2
ENSG00000105290	uc010xta.2
ENSG00000105298	uc002lyh.3
ENSG00000105298	uc002lyi.4
ENSG00000105298	uc010dtn.3
ENSG00000105298	uc010dto.3
ENSG00000105298	uc010xhp.1
ENSG00000105321	uc010xym.2
ENSG00000105323	uc002opz.4
ENSG00000105323	uc002oqb.4
ENSG00000105323	uc002oqc.4
ENSG00000105323	uc010xvy.2
ENSG00000105325	uc002lxt.2
ENSG00000105325	uc002lxv.2
ENSG00000105325	uc010dtk.2
ENSG00000105327	uc002pgf.4
ENSG00000105327	uc010eky.3
ENSG00000105327	uc010ekz.3
ENSG00000105327	uc010xyl.2
ENSG00000105329	uc002oqh.2
ENSG00000105339	uc003yvw.1
ENSG00000105339	uc003yvx.3
ENSG00000105339	uc003yvy.3
ENSG00000105339	uc003ywb.3
ENSG00000105339	uc010mep.3
ENSG00000105341	uc002oqv.3
ENSG00000105341	uc002oqw.2
ENSG00000105341	uc002oqx.2
ENSG00000105341	uc002oqy.2
ENSG00000105341	uc002oqz.2
ENSG00000105341	uc002ora.1
ENSG00000105341	uc010xwa.2
ENSG00000105341	uc010xwb.2
ENSG00000105352	uc002orh.1
ENSG00000105355	uc002mbj.2
ENSG00000105355	uc002mbk.2
ENSG00000105355	uc002mbl.3
ENSG00000105357	uc002prq.1
ENSG00000105357	uc010enu.1
ENSG00000105364	uc002mnm.3
ENSG00000105364	uc002mnn.3
ENSG00000105364	uc002mno.3
ENSG00000105366	uc002pwt.3
ENSG00000105366	uc010eox.2
ENSG00000105366	uc010yda.2
ENSG00000105369	uc002oru.3
ENSG00000105369	uc002orv.3
ENSG00000105370	uc002pwl.2
ENSG00000105371	uc002mnr.2
ENSG00000105371	uc002mns.2
ENSG00000105371	uc002mnt.2
ENSG00000105372	uc002ort.3
ENSG00000105373	uc002phm.2
ENSG00000105374	uc002pwj.3
ENSG00000105376	uc002mnu.4
ENSG00000105379	uc002pwg.3
ENSG00000105379	uc002pwh.3
ENSG00000105383	uc002pwa.2
ENSG00000105383	uc010eos.1
ENSG00000105383	uc010eot.1
ENSG00000105388	uc002orj.1
ENSG00000105388	uc002orl.3
ENSG00000105392	uc002phq.4
ENSG00000105392	uc010elm.1
ENSG00000105393	uc002nfu.3
ENSG00000105393	uc002nfv.3
ENSG00000105393	uc010xpl.1
ENSG00000105397	uc002moc.4
ENSG00000105397	uc002mod.2
ENSG00000105397	uc010dxe.3
ENSG00000105398	uc002phr.2
ENSG00000105401	uc002mof.1
ENSG00000105402	uc002pha.2
ENSG00000105404	uc002osf.3
ENSG00000105409	uc002osg.3
ENSG00000105409	uc002osh.3
ENSG00000105409	uc010xwf.2
ENSG00000105409	uc010xwh.2
ENSG00000105419	uc002pgo.3
ENSG00000105419	uc002pgp.3
ENSG00000105419	uc002pgq.3
ENSG00000105419	uc002pgr.3
ENSG00000105419	uc002pgs.3
ENSG00000105419	uc002pgt.3
ENSG00000105419	uc002pgw.3
ENSG00000105419	uc010eld.3
ENSG00000105426	uc002mbv.3
ENSG00000105426	uc002mbw.3
ENSG00000105426	uc002mby.3
ENSG00000105426	uc002mbz.1
ENSG00000105427	uc002otp.4
ENSG00000105428	uc002mca.4
ENSG00000105429	uc002otl.4
ENSG00000105429	uc002otn.4
ENSG00000105438	uc002pjb.1
ENSG00000105443	uc002pjj.4
ENSG00000105447	uc002pjd.2
ENSG00000105464	uc002pjc.4
ENSG00000105467	uc002piz.3
ENSG00000105472	uc002psy.3
ENSG00000105479	uc002pir.2
ENSG00000105483	uc002pig.4
ENSG00000105483	uc002pih.4
ENSG00000105483	uc002pii.4
ENSG00000105483	uc002pij.2
ENSG00000105483	uc010xzi.1
ENSG00000105483	uc010xzj.2
ENSG00000105483	uc010xzl.2
ENSG00000105483	uc010xzm.2
ENSG00000105483	uc021uwq.1
ENSG00000105486	uc002pia.1
ENSG00000105486	uc010xzf.1
ENSG00000105486	uc010xzg.1
ENSG00000105492	uc002pwy.3
ENSG00000105492	uc002pwz.3
ENSG00000105492	uc002pxa.3
ENSG00000105492	uc010eoz.2
ENSG00000105492	uc010ydb.2
ENSG00000105492	uc010ydc.2
ENSG00000105497	uc002pxb.3
ENSG00000105499	uc002phx.3
ENSG00000105499	uc010elr.3
ENSG00000105501	uc002pxe.3
ENSG00000105507	uc002phu.2
ENSG00000105509	uc002pxo.1
ENSG00000105509	uc002pxp.1
ENSG00000105514	uc002mqx.3
ENSG00000105516	uc002pjx.4
ENSG00000105518	uc002mqz.2
ENSG00000105518	uc002mra.2
ENSG00000105518	uc002mrb.2
ENSG00000105519	uc002mdt.3
ENSG00000105519	uc002mdu.3
ENSG00000105520	uc002mre.2
ENSG00000105520	uc002mrf.2
ENSG00000105523	uc002pjn.2
ENSG00000105538	uc002pki.3
ENSG00000105549	uc002lol.3
ENSG00000105549	uc002lom.3
ENSG00000105550	uc002pko.1
ENSG00000105552	uc002pkr.3
ENSG00000105552	uc002pks.3
ENSG00000105552	uc002pkt.3
ENSG00000105556	uc002lok.1
ENSG00000105559	uc002pkx.3
ENSG00000105559	uc010eml.3
ENSG00000105568	uc002pyp.3
ENSG00000105568	uc010ydk.2
ENSG00000105576	uc002muo.3
ENSG00000105576	uc002mup.3
ENSG00000105576	uc002muq.3
ENSG00000105576	uc002mur.3
ENSG00000105583	uc002mud.2
ENSG00000105605	uc002qcr.2
ENSG00000105605	uc010era.2
ENSG00000105607	uc002mvp.3
ENSG00000105607	uc002mvq.3
ENSG00000105607	uc010xmu.2
ENSG00000105609	uc002qex.3
ENSG00000105609	uc002qey.3
ENSG00000105609	uc002qez.3
ENSG00000105609	uc010yer.1
ENSG00000105610	uc002mvo.3
ENSG00000105612	uc002mvn.1
ENSG00000105612	uc010xmr.1
ENSG00000105613	uc002mvm.3
ENSG00000105613	uc021upp.1
ENSG00000105617	uc002qdm.3
ENSG00000105618	uc002qdh.2
ENSG00000105618	uc010yek.1
ENSG00000105618	uc021vbi.1
ENSG00000105619	uc010yej.1
ENSG00000105639	uc002nhn.4
ENSG00000105639	uc002nho.2
ENSG00000105639	uc010ebh.3
ENSG00000105640	uc002nhp.2
ENSG00000105641	uc002nhr.4
ENSG00000105642	uc002nht.3
ENSG00000105642	uc010xqa.1
ENSG00000105643	uc002nhu.3
ENSG00000105643	uc002nhv.3
ENSG00000105647	uc002nia.1
ENSG00000105649	uc002nie.2
ENSG00000105650	uc002nif.4
ENSG00000105650	uc002nii.4
ENSG00000105650	uc002nik.4
ENSG00000105650	uc010ebk.3
ENSG00000105655	uc002njb.2
ENSG00000105655	uc002njc.2
ENSG00000105655	uc002njd.2
ENSG00000105655	uc002nje.2
ENSG00000105655	uc010xqh.2
ENSG00000105656	uc002njh.3
ENSG00000105662	uc002nkb.4
ENSG00000105662	uc010ebv.3
ENSG00000105663	uc021usv.1
ENSG00000105664	uc002nkd.3
ENSG00000105664	uc002nke.3
ENSG00000105664	uc010xqj.2
ENSG00000105668	uc002oaw.3
ENSG00000105668	uc010eeh.3
ENSG00000105669	uc002nkk.3
ENSG00000105669	uc002nkl.3
ENSG00000105669	uc002nkm.3
ENSG00000105671	uc002nkq.2
ENSG00000105671	uc002nks.2
ENSG00000105672	uc002oar.2
ENSG00000105672	uc002oas.2
ENSG00000105672	uc002oat.2
ENSG00000105672	uc002oau.2
ENSG00000105675	uc002oal.1
ENSG00000105675	uc010eee.1
ENSG00000105676	uc002nlc.3
ENSG00000105676	uc002nld.3
ENSG00000105676	uc010xql.2
ENSG00000105676	uc010xqm.2
ENSG00000105677	uc002oai.2
ENSG00000105677	uc002oaj.2
ENSG00000105677	uc021usr.1
ENSG00000105679	uc002oaf.1
ENSG00000105695	uc002nyx.2
ENSG00000105695	uc002nyy.2
ENSG00000105695	uc010eds.2
ENSG00000105696	uc002njy.4
ENSG00000105697	uc002nyw.3
ENSG00000105698	uc002nyq.1
ENSG00000105698	uc002nyr.1
ENSG00000105698	uc002nyt.1
ENSG00000105699	uc002nyl.3
ENSG00000105699	uc002nym.3
ENSG00000105699	uc002nyn.3
ENSG00000105699	uc002nyp.3
ENSG00000105699	uc010xsr.2
ENSG00000105700	uc002njo.3
ENSG00000105700	uc021uqq.1
ENSG00000105700	uc021uqr.1
ENSG00000105701	uc002njj.1
ENSG00000105701	uc010xqi.1
ENSG00000105701	uc021uqp.1
ENSG00000105705	uc002nmf.3
ENSG00000105705	uc002nmh.3
ENSG00000105705	uc010xqr.2
ENSG00000105707	uc002nxq.2
ENSG00000105707	uc002nxr.2
ENSG00000105707	uc010xsh.1
ENSG00000105708	uc002nnk.1
ENSG00000105711	uc002nxo.2
ENSG00000105711	uc002nxp.3
ENSG00000105717	uc002nmy.3
ENSG00000105717	uc010xqz.2
ENSG00000105722	uc002ote.4
ENSG00000105723	uc002ota.1
ENSG00000105723	uc002otb.1
ENSG00000105726	uc002nng.3
ENSG00000105726	uc002nnh.4
ENSG00000105732	uc002osk.4
ENSG00000105732	uc002osm.4
ENSG00000105737	uc002osj.1
ENSG00000105738	uc002ohk.3
ENSG00000105750	uc002npg.4
ENSG00000105755	uc002owp.3
ENSG00000105767	uc002oxc.1
ENSG00000105771	uc002oxj.2
ENSG00000105778	uc003tcv.1
ENSG00000105778	uc011kai.2
ENSG00000105784	uc003ujb.3
ENSG00000105784	uc003ujc.3
ENSG00000105784	uc011khe.2
ENSG00000105792	uc010lep.3
ENSG00000105792	uc011khj.2
ENSG00000105792	uc011khk.2
ENSG00000105793	uc003uki.1
ENSG00000105793	uc003ukj.1
ENSG00000105793	uc003ukm.2
ENSG00000105793	uc003ukn.2
ENSG00000105808	uc003vae.3
ENSG00000105808	uc003vaf.3
ENSG00000105808	uc010lig.3
ENSG00000105808	uc010lih.2
ENSG00000105808	uc011kla.2
ENSG00000105808	uc011klb.2
ENSG00000105810	uc010lez.3
ENSG00000105810	uc011khw.2
ENSG00000105819	uc003vbk.1
ENSG00000105819	uc003vbl.3
ENSG00000105819	uc010liu.1
ENSG00000105819	uc011kll.1
ENSG00000105821	uc003vbn.3
ENSG00000105821	uc003vbo.3
ENSG00000105821	uc003vbp.3
ENSG00000105821	uc003vbr.1
ENSG00000105821	uc010lix.3
ENSG00000105825	uc003umy.1
ENSG00000105825	uc003umz.1
ENSG00000105829	uc003unf.1
ENSG00000105835	uc003vdq.3
ENSG00000105835	uc003vdr.1
ENSG00000105849	uc003sup.1
ENSG00000105851	uc003vdu.3
ENSG00000105851	uc003vdv.4
ENSG00000105851	uc003vdw.3
ENSG00000105852	uc003unt.3
ENSG00000105854	uc003unu.3
ENSG00000105854	uc003unv.3
ENSG00000105855	uc003suu.3
ENSG00000105855	uc011jyh.2
ENSG00000105856	uc003vdy.3
ENSG00000105856	uc003vdz.3
ENSG00000105856	uc003vea.3
ENSG00000105856	uc011klv.2
ENSG00000105865	uc003veh.3
ENSG00000105865	uc022ajw.1
ENSG00000105866	uc003sva.3
ENSG00000105875	uc003vsp.2
ENSG00000105877	uc003svc.3
ENSG00000105879	uc003veq.3
ENSG00000105879	uc011kmf.2
ENSG00000105880	uc003uon.3
ENSG00000105887	uc003vte.4
ENSG00000105889	uc003svh.3
ENSG00000105889	uc010kum.2
ENSG00000105894	uc003vtq.2
ENSG00000105926	uc003swx.3
ENSG00000105926	uc003swy.3
ENSG00000105928	uc003sxa.1
ENSG00000105928	uc010kus.1
ENSG00000105928	uc010kut.1
ENSG00000105929	uc003vuf.3
ENSG00000105929	uc003vug.3
ENSG00000105929	uc003vuh.3
ENSG00000105939	uc003vun.3
ENSG00000105939	uc003vuo.3
ENSG00000105939	uc003vup.3
ENSG00000105948	uc003vuq.2
ENSG00000105948	uc003vus.2
ENSG00000105948	uc011kqn.1
ENSG00000105948	uc011kqo.1
ENSG00000105948	uc011kqq.1
ENSG00000105953	uc003tlm.3
ENSG00000105953	uc003tln.3
ENSG00000105953	uc003tlp.3
ENSG00000105953	uc011kbx.2
ENSG00000105953	uc011kby.2
ENSG00000105954	uc003sxo.3
ENSG00000105963	uc003sjm.4
ENSG00000105963	uc003sjn.4
ENSG00000105963	uc003sjo.4
ENSG00000105963	uc011jvs.2
ENSG00000105967	uc003vhj.2
ENSG00000105967	uc003vhk.2
ENSG00000105967	uc003vhl.4
ENSG00000105967	uc003vhm.2
ENSG00000105967	uc011kmw.2
ENSG00000105968	uc003tlz.2
ENSG00000105968	uc003tma.2
ENSG00000105968	uc003tmb.2
ENSG00000105968	uc003tmc.2
ENSG00000105968	uc003tmd.2
ENSG00000105971	uc003vhs.1
ENSG00000105971	uc003vht.1
ENSG00000105971	uc003vhu.1
ENSG00000105971	uc003vhv.2
ENSG00000105971	uc003vhw.2
ENSG00000105971	uc003vhx.2
ENSG00000105971	uc003vhy.1
ENSG00000105971	uc003vhz.2
ENSG00000105971	uc003via.2
ENSG00000105971	uc003vib.2
ENSG00000105971	uc003vid.3
ENSG00000105971	uc003vie.3
ENSG00000105971	uc010lkb.1
ENSG00000105971	uc010lkc.2
ENSG00000105974	uc003vif.2
ENSG00000105974	uc003vig.2
ENSG00000105974	uc003vih.3
ENSG00000105976	uc003vii.1
ENSG00000105976	uc003vij.3
ENSG00000105976	uc010lkh.3
ENSG00000105976	uc011knh.1
ENSG00000105982	uc003wmo.3
ENSG00000105982	uc003wmq.3
ENSG00000105982	uc003wmr.3
ENSG00000105982	uc003wms.3
ENSG00000105982	uc003wmt.3
ENSG00000105982	uc010lql.1
ENSG00000105982	uc010lqm.3
ENSG00000105983	uc003wmv.4
ENSG00000105983	uc003wmw.4
ENSG00000105983	uc010lqn.3
ENSG00000105983	uc011kvx.2
ENSG00000105989	uc003viz.3
ENSG00000105991	uc003syd.3
ENSG00000105991	uc003sye.3
ENSG00000105993	uc003wnj.3
ENSG00000105993	uc003wnk.3
ENSG00000105993	uc010lqt.3
ENSG00000105993	uc011kvy.2
ENSG00000105993	uc011kvz.2
ENSG00000105996	uc003syh.3
ENSG00000105997	uc003syk.3
ENSG00000105997	uc011jzl.2
ENSG00000106003	uc003smf.3
ENSG00000106003	uc003smg.3
ENSG00000106003	uc021zyw.1
ENSG00000106003	uc021zyx.1
ENSG00000106004	uc003syn.2
ENSG00000106006	uc003syo.2
ENSG00000106006	uc003syq.1
ENSG00000106009	uc003smi.3
ENSG00000106012	uc003smk.4
ENSG00000106012	uc003smn.4
ENSG00000106012	uc003smo.4
ENSG00000106013	uc003vji.3
ENSG00000106018	uc003woh.3
ENSG00000106025	uc003vjk.3
ENSG00000106028	uc003vwo.1
ENSG00000106028	uc010lnp.1
ENSG00000106031	uc003szb.1
ENSG00000106034	uc003vjq.4
ENSG00000106034	uc003vjr.1
ENSG00000106034	uc003vjs.4
ENSG00000106034	uc003vjt.4
ENSG00000106034	uc010lkk.2
ENSG00000106038	uc003szd.1
ENSG00000106038	uc010kuy.1
ENSG00000106038	uc011jzn.1
ENSG00000106049	uc003szf.3
ENSG00000106049	uc003szg.3
ENSG00000106052	uc003szk.3
ENSG00000106052	uc003szl.3
ENSG00000106052	uc011jzo.2
ENSG00000106052	uc011jzp.2
ENSG00000106066	uc003szv.3
ENSG00000106066	uc003szw.3
ENSG00000106066	uc003szx.3
ENSG00000106069	uc003szz.3
ENSG00000106069	uc003taa.3
ENSG00000106069	uc010kvd.3
ENSG00000106069	uc010kvf.3
ENSG00000106069	uc010kvg.3
ENSG00000106069	uc010kvk.3
ENSG00000106069	uc010kvm.3
ENSG00000106069	uc011jzs.2
ENSG00000106069	uc011jzt.2
ENSG00000106069	uc011jzu.2
ENSG00000106070	uc003tph.3
ENSG00000106070	uc003tpi.2
ENSG00000106070	uc003tpj.2
ENSG00000106070	uc003tpk.2
ENSG00000106070	uc003tpl.2
ENSG00000106070	uc003tpm.2
ENSG00000106070	uc010kzb.2
ENSG00000106077	uc003tzb.3
ENSG00000106077	uc003tzc.3
ENSG00000106077	uc003tzf.3
ENSG00000106077	uc011kfb.2
ENSG00000106078	uc003tpq.4
ENSG00000106078	uc003tpr.4
ENSG00000106078	uc003tps.3
ENSG00000106078	uc003tpt.3
ENSG00000106078	uc010kzc.3
ENSG00000106080	uc003tal.1
ENSG00000106086	uc003tan.3
ENSG00000106086	uc003taq.3
ENSG00000106086	uc022aba.1
ENSG00000106089	uc003tyx.3
ENSG00000106089	uc003tyy.3
ENSG00000106089	uc010lbj.2
ENSG00000106100	uc003tav.3
ENSG00000106100	uc003tax.2
ENSG00000106100	uc003tay.2
ENSG00000106100	uc010kvs.2
ENSG00000106105	uc003tbm.3
ENSG00000106113	uc003tbn.3
ENSG00000106113	uc003tbo.3
ENSG00000106113	uc003tbp.3
ENSG00000106113	uc010kvw.2
ENSG00000106113	uc010kwa.1
ENSG00000106123	uc003wbu.3
ENSG00000106123	uc011kst.2
ENSG00000106123	uc011ksu.2
ENSG00000106125	uc003tbt.3
ENSG00000106128	uc003tbx.3
ENSG00000106128	uc003tby.3
ENSG00000106128	uc003tbz.3
ENSG00000106133	uc003twl.3
ENSG00000106133	uc003twn.3
ENSG00000106144	uc003wco.3
ENSG00000106144	uc003wcp.3
ENSG00000106153	uc003tsa.3
ENSG00000106178	uc011kga.2
ENSG00000106211	uc003uew.3
ENSG00000106236	uc003upl.2
ENSG00000106244	uc003uqe.3
ENSG00000106245	uc003uqf.3
ENSG00000106245	uc003uqg.4
ENSG00000106246	uc003uqh.3
ENSG00000106246	uc011kiw.2
ENSG00000106258	uc003urq.3
ENSG00000106258	uc003urr.3
ENSG00000106258	uc003urt.3
ENSG00000106258	uc011kiy.2
ENSG00000106261	uc003usk.1
ENSG00000106261	uc003usl.1
ENSG00000106261	uc003usm.1
ENSG00000106263	uc003slx.3
ENSG00000106263	uc003sly.3
ENSG00000106263	uc003slz.1
ENSG00000106263	uc003smb.3
ENSG00000106266	uc003slw.3
ENSG00000106268	uc003slp.1
ENSG00000106268	uc003slr.1
ENSG00000106268	uc003sls.1
ENSG00000106268	uc003slt.1
ENSG00000106268	uc003slu.1
ENSG00000106268	uc003slv.1
ENSG00000106278	uc003vjy.3
ENSG00000106278	uc003vjz.3
ENSG00000106290	uc003uth.3
ENSG00000106290	uc003uti.3
ENSG00000106290	uc003utk.3
ENSG00000106290	uc003utm.3
ENSG00000106290	uc011kji.2
ENSG00000106299	uc003vkz.3
ENSG00000106302	uc003vlc.3
ENSG00000106302	uc011knz.2
ENSG00000106304	uc003vld.3
ENSG00000106304	uc003vle.3
ENSG00000106304	uc003vlf.4
ENSG00000106304	uc022aks.1
ENSG00000106305	uc003spo.3
ENSG00000106327	uc003uvv.1
ENSG00000106327	uc010lhc.1
ENSG00000106328	uc003vmd.2
ENSG00000106328	uc011koh.1
ENSG00000106330	uc003uvq.3
ENSG00000106330	uc003uvr.3
ENSG00000106330	uc003uvs.3
ENSG00000106330	uc003uvt.3
ENSG00000106331	uc003vmf.2
ENSG00000106331	uc003vmg.1
ENSG00000106331	uc010lld.1
ENSG00000106333	uc003uvo.3
